Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	KEGG Pathways	Chromosome	Reactome Pathways	WikiPathways	# Protein Pathway Groups	Abundance: F25: Sample	Abundance: F26: Sample	Abundance: F27: Sample	Abundance: F37: Sample	Abundance: F38: Sample	Abundance: F39: Sample	Abundance: F74: Sample	Abundance: F75: Sample	Abundance: F76: Sample	Found in Sample: [S25] F25: Sample	Found in Sample: [S26] F26: Sample	Found in Sample: [S27] F27: Sample	Found in Sample: [S37] F37: Sample	Found in Sample: [S38] F38: Sample	Found in Sample: [S39] F39: Sample	Found in Sample: [S74] F74: Sample	Found in Sample: [S75] F75: Sample	Found in Sample: [S76] F76: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q88L53	Phosphoenolpyruvate synthase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ppsA PE=3 SV=1	0	663.658	64	56	2911	56	791	86	5.16	5684.68	56	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf00391, Pf01326, Pf02896	1042760	PP_2082	ppsA	"Microbial metabolism in diverse environments; Methane metabolism; Pyruvate metabolism; Metabolic pathways; Carbon metabolism"				5	256730176	477789027.7	491761762.8	699687699.9	321561954.5	526804944	288037876.3	304983187.4	298807784.1	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88FB3	Succinate--CoA ligase [ADP-forming] subunit alpha OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=sucD PE=3 SV=1	0	663.113	100	33	3812	33	294	30.1	6.29	6918.47	33	metabolic process		"catalytic activity;nucleotide binding"	Pf00549, Pf02629, Pf13380, Pf13607	1042406	PP_4185	sucD	"Citrate cycle (TCA cycle); Microbial metabolism in diverse environments; Carbon metabolism; Biosynthesis of antibiotics; Metabolic pathways; Biosynthesis of secondary metabolites; Propanoate metabolism; C5-Branched dibasic acid metabolism"				8	2060042671	2758921007	2714689764	1035770032	773762301.1	2665929310	2445335619	2360861100	3647668579	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88P22	Inosine-5'-monophosphate dehydrogenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=guaB PE=3 SV=1	0	660.297	87	48	3898	48	489	51.7	6.98	7250.23	48	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf00478, Pf00571, Pf01070	1044148	PP_1031	guaB	"Metabolic pathways; Biosynthesis of secondary metabolites; Purine metabolism"				3	609069303	765381429.5	620105701.3	813275977.3	466257574.1	1071579057	700091898.5	662883157.1	829095641.2	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88MS3	Lysine--tRNA ligase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lysS PE=3 SV=1	0	657.055	88	54	3026	54	500	57.1	5.38	6874.24	54	metabolic process	cytoplasm	"catalytic activity;metal ion binding;nucleotide binding"	Pf00152, Pf01336	1045667	PP_1496	lysS	Aminoacyl-tRNA biosynthesis				1	293327534	329864090.4	262648125.6	590083607.3	507527654.7	526517863.1	340854121.9	377562382.4	390668764.4	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q59692	Cell division protein FtsZ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ftsZ PE=3 SV=3	0	649.473	90	41	3010	41	398	41.8	5.1	6575.83	41	"cell division;cell organization and biogenesis"	cytoplasm	"catalytic activity;nucleotide binding"	Pf00091, Pf12327	1042519	PP_1342	ftsZ					0	601666287.2	771239971	777407260.2	683320190	466834138.7	1059463707	902547322	850443309.2	1149460660	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88DZ0	Ketol-acid reductoisomerase (NADP(+)) OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ilvC PE=3 SV=1	0	644.949	98	39	4753	39	338	36.3	5.71	7031.5	39	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf01450, Pf07991	1041985	PP_4678	ilvC	"Metabolic pathways; Pantothenate and CoA biosynthesis; 2-Oxocarboxylic acid metabolism; Biosynthesis of antibiotics; Biosynthesis of secondary metabolites; Biosynthesis of amino acids; Valine, leucine and isoleucine biosynthesis"				7	1408367911	1820836481	1875935456	2925581491	1848560417	2414578402	936584801.8	924739461.9	1185525883	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88C37	Pyruvate carboxylase subunit B OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pycB PE=4 SV=1	0	631.281	79	56	2203	56	602	65.6	5.62	4151.26	56	"metabolic process;transport"		catalytic activity	Pf00364, Pf00682, Pf02436, Pf05896, Pf13533	1042148	PP_5346	"oadA; pycB"	"Citrate cycle (TCA cycle); Microbial metabolism in diverse environments; Carbon metabolism; Biosynthesis of amino acids; Pyruvate metabolism; Metabolic pathways"				6	520869733	825430449.8	817918798.5	474137347.3	453647238.4	721007153.3	456643624.7	437340639.7	552100777.9	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	A0A140FVZ0	LPS-assembly protein LptD OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lptD PE=3 SV=1	0	627.007	60	59	2101	59	940	106.2	5.17	4354.01	59	"cell organization and biogenesis;response to stimulus;transport"	membrane		Pf03968, Pf04453	1044119	PP_0404	"imp; lptD"					0	131030089.8	113603486.5	108979313	337318036.9	354786925.8	264542816.8	118497645.3	140353678.8	135374985.3	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88PF3	Fumarate hydratase class I OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0897 PE=3 SV=1	0	626.837	85	44	3487	44	507	54.7	5.3	7552.99	44	metabolic process		"catalytic activity;metal ion binding"	Pf05681, Pf05683	1044785	PP_0897	PP_0897	"Biosynthesis of antibiotics; Citrate cycle (TCA cycle); Metabolic pathways; Pyruvate metabolism; Microbial metabolism in diverse environments; Biosynthesis of secondary metabolites; Carbon metabolism"				7	583327614.6	635561126.9	682194325.8	1264040335	845864047.7	1088263751	833520651.4	782852772.3	1010610143	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88N54	Pyruvate kinase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pykA PE=3 SV=1	0	615.172	87	45	2835	45	484	52	6.7	6102.94	45	metabolic process		"catalytic activity;metal ion binding"	Pf00224, Pf02887	1044034	PP_1362	pykA	"Glycolysis / Gluconeogenesis; Metabolic pathways; Purine metabolism; Biosynthesis of antibiotics; Carbon metabolism; Pyruvate metabolism; Microbial metabolism in diverse environments; Biosynthesis of secondary metabolites; Biosynthesis of amino acids"				9	395932685.5	514181849.3	459402853.2	321628930.4	191182904.6	527896396.2	534083536.6	538516795.1	598638879	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QZ6	Acetyltransferase component of pyruvate dehydrogenase complex OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=aceF PE=3 SV=1	0	614.432	77	43	3044	43	546	55.6	5.59	6667.95	43	metabolic process		catalytic activity	Pf00198, Pf00364, Pf01597, Pf02817	1044041	PP_0338	aceF	"Glycolysis / Gluconeogenesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics; Carbon metabolism; Pyruvate metabolism; Microbial metabolism in diverse environments; Citrate cycle (TCA cycle)"				8	922691258.4	1246361741	1351828959	283828788.9	192737906.2	1055276964	839035071.5	779004350.4	947454160.7	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88FS5	ATP-dependent serine protease OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=clpA PE=3 SV=1	0	612.784	68	55	2796	55	756	83.3	5.87	5149.25	55	"metabolic process;response to stimulus"		"catalytic activity;nucleotide binding"	Pf00004, Pf02861, Pf05496, Pf06309, Pf06414, Pf07724, Pf07728, Pf10431, Pf12774, Pf13191, Pf13207, Pf13238, Pf13401	1046551	PP_4008	clpA					0	254912737.3	396732844.4	366403120.5	370888091.9	272576406.4	503402819.5	412942444.3	422365625.9	514270792.6	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QM9	30S ribosomal protein S3 OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rpsC PE=3 SV=2	0	606.459	88	33	4378	33	228	25.7	10.05	10794.57	33	metabolic process	ribosome	"RNA binding;structural molecule activity"	Pf00189, Pf07650	1044209		rpsC	Ribosome				1	2148016256	1460908115	1682424183	1861595032	1334526226	1902824672	1703291673	1491880513	2112534868	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P59604	Argininosuccinate synthase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=argG PE=3 SV=1	0	599.046	94	51	3025	51	405	45.1	5.48	5895.27	51	metabolic process	cytoplasm	"catalytic activity;nucleotide binding"	Pf00733, Pf00764, Pf06508	"1045159; 32804492"	PP_1088	"argG; PSEEN_RS05630"	"Arginine biosynthesis; Biosynthesis of amino acids; Metabolic pathways; Biosynthesis of secondary metabolites; Alanine, aspartate and glutamate metabolism; Biosynthesis of antibiotics"				6	503693248.6	620764464	526841798.6	1365483008	860811100.3	997606682	471542392	506366917.5	513445043.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88RH5	Propionyl-CoA:succinate CoA transferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=scpC PE=4 SV=1	0	597.565	73	38	1645	38	497	53.9	6.13	3798.83	38	metabolic process	cytoplasm	catalytic activity	Pf02550, Pf04223, Pf13336	1043665	PP_0154	"PP_0154; scpC"	"Butanoate metabolism; Microbial metabolism in diverse environments; Pyruvate metabolism; Citrate cycle (TCA cycle); Carbon metabolism; Biosynthesis of antibiotics; Metabolic pathways; Biosynthesis of secondary metabolites"				8	49732207.91	54054562.13	55830359.63	1010526221	583915923.8	419476903.6	185417195.5	206082217.8	236193790.1	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88FB2	Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=sucC PE=3 SV=1	0	595.587	79	44	4870	44	388	41.2	6.2	7937.21	44	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf00549, Pf01071, Pf02222, Pf08442, Pf13535, Pf13549	1042414	PP_4186	sucC	"C5-Branched dibasic acid metabolism; Citrate cycle (TCA cycle); Microbial metabolism in diverse environments; Carbon metabolism; Biosynthesis of antibiotics; Metabolic pathways; Biosynthesis of secondary metabolites; Propanoate metabolism"				8	2672478301	4436568332	4516081490	1490499092	619995638	3653444035	3598804417	3391570154	4374753315	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88QU7	RNA polymerase sigma factor RpoD OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rpoD PE=3 SV=1	0	589.326	81	50	3030	49	616	69.4	5.01	6081.64	50	"metabolic process;regulation of biological process"	cytoplasm	DNA binding	Pf00140, Pf03979, Pf04539, Pf04542, Pf04545, Pf04546	1044097	PP_0387	rpoD					0	326528489	390975124.8	384029976	436205678.6	336183656.9	476048539	373050410.2	343126982.7	459659986.6	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88FA7	Succinate dehydrogenase flavoprotein subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=sdhA PE=3 SV=1	0	588.418	75	50	3053	50	590	63.4	6.25	5581.19	50	"metabolic process;transport"	membrane	"catalytic activity;nucleotide binding"	Pf00890, Pf02910	1042421	PP_4191	sdhA	"Microbial metabolism in diverse environments; Carbon metabolism; Biosynthesis of antibiotics; Metabolic pathways; Citrate cycle (TCA cycle); Butanoate metabolism; Oxidative phosphorylation; Biosynthesis of secondary metabolites"				8	253109564.5	449670677.5	519476310.6	822516860.4	423144449.6	756521921.1	582541656	783156966.2	578867532.8	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88F81	Outer membrane ferripyoverdine receptor FpvA, TonB-dependent OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=fpvA PE=3 SV=1	0	583.548	64	46	1107	46	812	89.7	5.74	2397.96	46	transport	membrane	"metal ion binding;receptor activity"	Pf00593, Pf07660, Pf07715, Pf14905	1042530	PP_4217	fpvA					0	57304576.81	47883338.16	51190259.84	309868897.7	311140448.9	223140643.9	101678397.2	61808412.94	150582772.1	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88NM8	Ribonucleoside-diphosphate reductase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nrdA PE=3 SV=1	0	583.48	65	51	2179	51	959	106.9	5.91	4316.72	51	metabolic process		"catalytic activity;nucleotide binding"	Pf00317, Pf02867, Pf03477	1045795	PP_1179	nrdA	"Metabolic pathways; Pyrimidine metabolism; Purine metabolism"				3	184411594	296735798.4	289653066.3	319618532	208819069.5	478282577.7	362954244.9	417384152	462436466.4	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CV4	L-glutamate synthase(NADPH) alpha subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=gltB PE=4 SV=1	0	581.605	50	66	1894	66	1481	161.7	6.29	3484.46	66	metabolic process		catalytic activity	Pf00310, Pf01493, Pf01645, Pf04898	1045099	PP_5076	gltB	"Biosynthesis of amino acids; Nitrogen metabolism; Microbial metabolism in diverse environments; Alanine, aspartate and glutamate metabolism; Biosynthesis of antibiotics; Metabolic pathways; Biosynthesis of secondary metabolites"				7	351320335	507667578.2	484770318.7	504408311.5	332515692	641685585.6	416240875.2	401116403.2	462048863.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88L55	NAD-specific glutamate dehydrogenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=gdhB PE=4 SV=2	0	580.689	55	73	1538	73	1621	182.4	5.86	2014.13	73	metabolic process		catalytic activity	Pf05088	1042774	PP_2080	"PP_2080; gdhB"	"Taurine and hypotaurine metabolism; Arginine biosynthesis; Metabolic pathways; Nitrogen metabolism; Alanine, aspartate and glutamate metabolism"				5	116239861.6	167278784.3	161533140.9	164624658.6	135703846.5	341484593.6	328138975.7	386903707.4	367136881.9	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88P73	Probable cytosol aminopeptidase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pepA PE=3 SV=1	0	572.879	69	45	2508	45	497	52.4	7.34	5861.9	45	metabolic process	cytoplasm	"catalytic activity;metal ion binding"	Pf00883, Pf02789	1044903	PP_0980	pepA	"Glutathione metabolism; Metabolic pathways"				2	206313062.6	362645667.1	381414092	327496616.4	183964190.8	441467947.2	314221307.9	341833693.2	405690859.9	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88IA4	Protein ClpV1 OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=clpV PE=3 SV=1	0	571.513	63	57	1612	54	878	96.4	6.19	3325.99	57	metabolic process		"catalytic activity;nucleotide binding"	Pf00004, Pf07724, Pf07728, Pf10431, Pf13191, Pf13401	1043846	PP_3095	"PP_3095; clpV"	Bacterial secretion system				1	177217336.3	230175339.1	236268042.3	414613585.5	229322276.8	333513754.1	308463761.5	262050807.3	367911811.2	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88DV6	Transcription termination/antitermination protein NusA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nusA PE=3 SV=1	0	568.09	68	45	3423	45	493	54.6	4.67	8894.36	45	"metabolic process;regulation of biological process"	cytoplasm	"nucleotide binding;RNA binding"	Pf00575, Pf08529, Pf13184, Pf14520	1042024	PP_4713	nusA					0	931907928.1	868116169.3	839677695.7	795288239.8	692539433.3	1209805943	961467421.4	886492423.9	994927442.1	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88KI8	Lon protease OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lon-II PE=2 SV=1	0	567.849	66	71	3027	71	798	88.7	6.06	5350.84	71	"metabolic process;response to stimulus"	cytoplasm	"catalytic activity;DNA binding;nucleotide binding"	Pf00004, Pf01695, Pf02190, Pf05362, Pf07728, Pf08298, Pf13191, Pf13541	1045283	PP_2302	"lon-2; lon-II"					0	164982162.5	235765314.5	238113886.6	232860154.4	127051941.4	299694878.5	176524508.5	210043819.8	198753430.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88D80	Bifunctional protein PutA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=putA PE=1 SV=1	0	564.65	46	53	949	53	1317	142.5	6.33	1779.59	53	"metabolic process;regulation of biological process"		"catalytic activity;DNA binding"	Pf00171, Pf01619, Pf14850	1043945	PP_4947	putA	"Biosynthesis of secondary metabolites; Arginine and proline metabolism; Metabolic pathways; Alanine, aspartate and glutamate metabolism; Biosynthesis of antibiotics"				5	7598332.594	14663192.81	15591793.11	23443353.44	12049834.54	164751775.6	285136930.3	462350616.1	335198478.1	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88M55	Tail-specific protease prc OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=prc PE=3 SV=1	0	562.011	72	69	3275	69	704	79	7.05	5425.18	69	metabolic process		"catalytic activity;protein binding"	Pf00595, Pf03572, Pf11818	1043459	PP_1719	prc					0	328451464.8	305598598.6	305519230	385094708.3	332958440.5	525678987.1	385283538.6	343029807	485043739.3	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88M08	DNA gyrase subunit A OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=gyrA PE=3 SV=1	0	560.98	54	53	2664	53	923	102	5.06	5748.96	53	metabolic process	"chromosome;cytoplasm"	"catalytic activity;DNA binding;nucleotide binding"	Pf00521, Pf03989	1043356	PP_1767	gyrA					0	350887661.8	411009617.7	365447846.2	283630494.7	206499130.5	463788368.6	377202748.9	399659263.1	384017862.6	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88GQ0	Catalase-peroxidase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=katG PE=3 SV=1	0	558.836	83	58	2084	58	751	82	5.97	3102.79	58	"metabolic process;response to stimulus"		"antioxidant activity;catalytic activity;metal ion binding"	Pf00141	1045143	PP_3668	"PP_3668; katG"	"Tryptophan metabolism; Biosynthesis of secondary metabolites; Metabolic pathways; Phenylalanine metabolism"				4	165813350.8	173712245.4	174463405.6	426363224.2	412224296.9	410351173.1	260112152.7	253384054	344762618.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QP4	50S ribosomal protein L1 OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rplA PE=3 SV=1	0	557.256	94	36	6719	36	231	24.2	9.5	11121.85	36	"metabolic process;regulation of biological process"	ribosome	"RNA binding;structural molecule activity"	Pf00687	1044187	PP_0444	rplA	Ribosome				1	4801207557	3880446355	4020310976	3883225418	2864927015	5947753889	4515277611	3858660264	5623218708	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CY5	Ribosome associated GTPase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=typA PE=4 SV=1	0	554.462	59	47	2935	47	606	67.1	5.62	5604.34	47			"catalytic activity;nucleotide binding"	Pf00009, Pf00679, Pf00735, Pf03144	1041914	PP_5044	"PP_5044; typA"					0	342315384.9	369786350.6	383356208.5	418641157.8	257054175.8	519934510.9	483607260.1	481549818.4	603148758.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88Q24	ADP/ATP ratio sensor and inhibitor of translation OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ettA PE=4 SV=1	0	554.187	83	49	2814	49	555	61.8	5.59	5412.67	49	regulation of biological process		"catalytic activity;nucleotide binding"	Pf00005, Pf12848, Pf13304	1044500	PP_0674	"PP_0674; ettA"					0	574978716	700694379.6	737406857.9	588631236.4	291112762.5	870892210.5	779179650.3	705863020.2	983018996.9	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
